"","name","label","concept"
"212","PCO001034","Total!!Female!!60 to 64 years","GROUP QUARTERS POPULATION BY SEX BY AGE"
"213","PCO001035","Total!!Female!!65 to 69 years","GROUP QUARTERS POPULATION BY SEX BY AGE"
"214","PCO001036","Total!!Female!!70 to 74 years","GROUP QUARTERS POPULATION BY SEX BY AGE"
"215","PCO001037","Total!!Female!!75 to 79 years","GROUP QUARTERS POPULATION BY SEX BY AGE"
"216","PCO001038","Total!!Female!!80 to 84 years","GROUP QUARTERS POPULATION BY SEX BY AGE"
"217","PCO001039","Total!!Female!!85 years and over","GROUP QUARTERS POPULATION BY SEX BY AGE"
"218","PCO002001","Total (101-106, 201-203, 301, 401-405)","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"219","PCO002002","Total (101-106, 201-203, 301, 401-405)!!Male","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"220","PCO002003","Total (101-106, 201-203, 301, 401-405)!!Male!!Under 5 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"221","PCO002004","Total (101-106, 201-203, 301, 401-405)!!Male!!5 to 9 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"222","PCO002005","Total (101-106, 201-203, 301, 401-405)!!Male!!10 to 14 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"223","PCO002006","Total (101-106, 201-203, 301, 401-405)!!Male!!15 to 19 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"224","PCO002007","Total (101-106, 201-203, 301, 401-405)!!Male!!20 to 24 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"225","PCO002008","Total (101-106, 201-203, 301, 401-405)!!Male!!25 to 29 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"226","PCO002009","Total (101-106, 201-203, 301, 401-405)!!Male!!30 to 34 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"227","PCO002010","Total (101-106, 201-203, 301, 401-405)!!Male!!35 to 39 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"228","PCO002011","Total (101-106, 201-203, 301, 401-405)!!Male!!40 to 44 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"229","PCO002012","Total (101-106, 201-203, 301, 401-405)!!Male!!45 to 49 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"230","PCO002013","Total (101-106, 201-203, 301, 401-405)!!Male!!50 to 54 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"231","PCO002014","Total (101-106, 201-203, 301, 401-405)!!Male!!55 to 59 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"232","PCO002015","Total (101-106, 201-203, 301, 401-405)!!Male!!60 to 64 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"233","PCO002016","Total (101-106, 201-203, 301, 401-405)!!Male!!65 to 69 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"234","PCO002017","Total (101-106, 201-203, 301, 401-405)!!Male!!70 to 74 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"235","PCO002018","Total (101-106, 201-203, 301, 401-405)!!Male!!75 to 79 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"236","PCO002019","Total (101-106, 201-203, 301, 401-405)!!Male!!80 to 84 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"237","PCO002020","Total (101-106, 201-203, 301, 401-405)!!Male!!85 years and over","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"238","PCO002021","Total (101-106, 201-203, 301, 401-405)!!Female","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"239","PCO002022","Total (101-106, 201-203, 301, 401-405)!!Female!!Under 5 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"240","PCO002023","Total (101-106, 201-203, 301, 401-405)!!Female!!5 to 9 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"241","PCO002024","Total (101-106, 201-203, 301, 401-405)!!Female!!10 to 14 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"242","PCO002025","Total (101-106, 201-203, 301, 401-405)!!Female!!15 to 19 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"243","PCO002026","Total (101-106, 201-203, 301, 401-405)!!Female!!20 to 24 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"244","PCO002027","Total (101-106, 201-203, 301, 401-405)!!Female!!25 to 29 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"245","PCO002028","Total (101-106, 201-203, 301, 401-405)!!Female!!30 to 34 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"246","PCO002029","Total (101-106, 201-203, 301, 401-405)!!Female!!35 to 39 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"247","PCO002030","Total (101-106, 201-203, 301, 401-405)!!Female!!40 to 44 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"248","PCO002031","Total (101-106, 201-203, 301, 401-405)!!Female!!45 to 49 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"249","PCO002032","Total (101-106, 201-203, 301, 401-405)!!Female!!50 to 54 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"250","PCO002033","Total (101-106, 201-203, 301, 401-405)!!Female!!55 to 59 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"251","PCO002034","Total (101-106, 201-203, 301, 401-405)!!Female!!60 to 64 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"252","PCO002035","Total (101-106, 201-203, 301, 401-405)!!Female!!65 to 69 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"253","PCO002036","Total (101-106, 201-203, 301, 401-405)!!Female!!70 to 74 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"254","PCO002037","Total (101-106, 201-203, 301, 401-405)!!Female!!75 to 79 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"255","PCO002038","Total (101-106, 201-203, 301, 401-405)!!Female!!80 to 84 years","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"256","PCO002039","Total (101-106, 201-203, 301, 401-405)!!Female!!85 years and over","GROUP QUARTERS POPULATION IN INSTITUTIONAL FACILITIES BY SEX BY AGE"
"257","PCO003001","Total (101-106)","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"258","PCO003002","Total (101-106)!!Male","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"259","PCO003003","Total (101-106)!!Male!!15 to 19 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"260","PCO003004","Total (101-106)!!Male!!20 to 24 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"261","PCO003005","Total (101-106)!!Male!!25 to 29 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"262","PCO003006","Total (101-106)!!Male!!30 to 34 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"263","PCO003007","Total (101-106)!!Male!!35 to 39 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"264","PCO003008","Total (101-106)!!Male!!40 to 44 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"265","PCO003009","Total (101-106)!!Male!!45 to 49 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"266","PCO003010","Total (101-106)!!Male!!50 to 54 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"267","PCO003011","Total (101-106)!!Male!!55 to 59 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"268","PCO003012","Total (101-106)!!Male!!60 to 64 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"269","PCO003013","Total (101-106)!!Male!!65 to 69 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"270","PCO003014","Total (101-106)!!Male!!70 to 74 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"271","PCO003015","Total (101-106)!!Male!!75 to 79 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"272","PCO003016","Total (101-106)!!Male!!80 to 84 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"273","PCO003017","Total (101-106)!!Male!!85 years and over","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"274","PCO003018","Total (101-106)!!Female","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"275","PCO003019","Total (101-106)!!Female!!15 to 19 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"276","PCO003020","Total (101-106)!!Female!!20 to 24 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"277","PCO003021","Total (101-106)!!Female!!25 to 29 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"278","PCO003022","Total (101-106)!!Female!!30 to 34 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"279","PCO003023","Total (101-106)!!Female!!35 to 39 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"280","PCO003024","Total (101-106)!!Female!!40 to 44 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"281","PCO003025","Total (101-106)!!Female!!45 to 49 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"282","PCO003026","Total (101-106)!!Female!!50 to 54 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"283","PCO003027","Total (101-106)!!Female!!55 to 59 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"284","PCO003028","Total (101-106)!!Female!!60 to 64 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"285","PCO003029","Total (101-106)!!Female!!65 to 69 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"286","PCO003030","Total (101-106)!!Female!!70 to 74 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"287","PCO003031","Total (101-106)!!Female!!75 to 79 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"288","PCO003032","Total (101-106)!!Female!!80 to 84 years","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"289","PCO003033","Total (101-106)!!Female!!85 years and over","GROUP QUARTERS POPULATION IN CORRECTIONAL FACILITIES FOR ADULTS BY SEX BY AGE"
"290","PCO004001","Total (201-203)","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"291","PCO004002","Total (201-203)!!Male","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"292","PCO004003","Total (201-203)!!Male!!Under 5 years","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"293","PCO004004","Total (201-203)!!Male!!5 to 9 years","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"294","PCO004005","Total (201-203)!!Male!!10 to 14 years","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"295","PCO004006","Total (201-203)!!Male!!15 to 19 years","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"296","PCO004007","Total (201-203)!!Male!!20 to 24 years","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"297","PCO004008","Total (201-203)!!Male!!25 to 29 years","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"298","PCO004009","Total (201-203)!!Female","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"299","PCO004010","Total (201-203)!!Female!!Under 5 years","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"300","PCO004011","Total (201-203)!!Female!!5 to 9 years","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"301","PCO004012","Total (201-203)!!Female!!10 to 14 years","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"302","PCO004013","Total (201-203)!!Female!!15 to 19 years","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"303","PCO004014","Total (201-203)!!Female!!20 to 24 years","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"304","PCO004015","Total (201-203)!!Female!!25 to 29 years","GROUP QUARTERS POPULATION IN JUVENILE FACILITIES BY SEX BY AGE"
"305","PCO005001","Total (301)","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"306","PCO005002","Total (301)!!Male","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"307","PCO005003","Total (301)!!Male!!20 to 24 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"308","PCO005004","Total (301)!!Male!!25 to 29 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"309","PCO005005","Total (301)!!Male!!30 to 34 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"310","PCO005006","Total (301)!!Male!!35 to 39 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"311","PCO005007","Total (301)!!Male!!40 to 44 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"312","PCO005008","Total (301)!!Male!!45 to 49 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"313","PCO005009","Total (301)!!Male!!50 to 54 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"314","PCO005010","Total (301)!!Male!!55 to 59 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"315","PCO005011","Total (301)!!Male!!60 to 64 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"316","PCO005012","Total (301)!!Male!!65 to 69 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"317","PCO005013","Total (301)!!Male!!70 to 74 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"318","PCO005014","Total (301)!!Male!!75 to 79 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"319","PCO005015","Total (301)!!Male!!80 to 84 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"320","PCO005016","Total (301)!!Male!!85 years and over","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"321","PCO005017","Total (301)!!Female","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"322","PCO005018","Total (301)!!Female!!20 to 24 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"323","PCO005019","Total (301)!!Female!!25 to 29 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"324","PCO005020","Total (301)!!Female!!30 to 34 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"325","PCO005021","Total (301)!!Female!!35 to 39 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"326","PCO005022","Total (301)!!Female!!40 to 44 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"327","PCO005023","Total (301)!!Female!!45 to 49 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"328","PCO005024","Total (301)!!Female!!50 to 54 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"329","PCO005025","Total (301)!!Female!!55 to 59 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"330","PCO005026","Total (301)!!Female!!60 to 64 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"331","PCO005027","Total (301)!!Female!!65 to 69 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"332","PCO005028","Total (301)!!Female!!70 to 74 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"333","PCO005029","Total (301)!!Female!!75 to 79 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"334","PCO005030","Total (301)!!Female!!80 to 84 years","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"335","PCO005031","Total (301)!!Female!!85 years and over","GROUP QUARTERS POPULATION IN NURSING FACILITIES/SKILLED-NURSING FACILITIES BY SEX BY AGE"
"336","PCO006001","Total (401-405)","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"337","PCO006002","Total (401-405)!!Male","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"338","PCO006003","Total (401-405)!!Male!!Under 5 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"339","PCO006004","Total (401-405)!!Male!!5 to 9 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"340","PCO006005","Total (401-405)!!Male!!10 to 14 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"341","PCO006006","Total (401-405)!!Male!!15 to 19 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"342","PCO006007","Total (401-405)!!Male!!20 to 24 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"343","PCO006008","Total (401-405)!!Male!!25 to 29 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"344","PCO006009","Total (401-405)!!Male!!30 to 34 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"345","PCO006010","Total (401-405)!!Male!!35 to 39 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"346","PCO006011","Total (401-405)!!Male!!40 to 44 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"347","PCO006012","Total (401-405)!!Male!!45 to 49 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"348","PCO006013","Total (401-405)!!Male!!50 to 54 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"349","PCO006014","Total (401-405)!!Male!!55 to 59 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
"350","PCO006015","Total (401-405)!!Male!!60 to 64 years","GROUP QUARTERS POPULATION IN OTHER INSTITUTIONAL FACILITIES BY SEX BY AGE"
